#{"env_id": "MountainCar-v0", "t_start": 1517941374.045607}
r,l,t
-200.0,200,1435.022416
-200.0,200,1436.625794
-200.0,200,1438.192743
-200.0,200,1439.772931
-200.0,200,1441.343997
-200.0,200,1442.924498
-200.0,200,1444.530469
-200.0,200,1446.115523
-200.0,200,1447.725896
-200.0,200,1449.321492
-200.0,200,1450.964417
-200.0,200,1452.553628
-200.0,200,1454.045828
-200.0,200,1455.703308
-200.0,200,1457.291446
-200.0,200,1458.910265
-200.0,200,1460.503324
-200.0,200,1462.094526
-200.0,200,1463.698821
-200.0,200,1465.312417
-200.0,200,1466.900752
-200.0,200,1468.503903
-200.0,200,1470.085533
-200.0,200,1471.677181
-200.0,200,1473.159313
-200.0,200,1474.736299
-200.0,200,1476.303256
-200.0,200,1477.907591
-200.0,200,1479.482111
-200.0,200,1481.070306
-200.0,200,1482.647794
-200.0,200,1484.233978
-200.0,200,1485.830508
-200.0,200,1487.436139
-200.0,200,1489.013176
-200.0,200,1490.592765
-200.0,200,1492.188579
-200.0,200,1493.68011
-200.0,200,1495.276831
-200.0,200,1496.868133
-200.0,200,1498.454301
-200.0,200,1500.043136
-200.0,200,1501.636599
-200.0,200,1503.247569
-200.0,200,1504.845623
-200.0,200,1506.449033
-200.0,200,1508.067665
-200.0,200,1509.651074
-200.0,200,1511.239553
-200.0,200,1512.745161
-200.0,200,1514.377247
-200.0,200,1515.962078
-200.0,200,1517.573427
-200.0,200,1519.167253
-200.0,200,1520.790494
-200.0,200,1522.39962
-200.0,200,1524.029507
-200.0,200,1525.665356
-200.0,200,1527.293849
-200.0,200,1528.92821
-200.0,200,1530.601501
-200.0,200,1532.301711
-200.0,200,1533.830479
-200.0,200,1535.425992
-200.0,200,1537.023178
-200.0,200,1538.688884
-200.0,200,1540.365699
-200.0,200,1541.972463
-200.0,200,1543.581681
-200.0,200,1545.17127
-200.0,200,1546.774765
-200.0,200,1548.385028
-200.0,200,1549.944277
-200.0,200,1551.575799
-200.0,200,1553.087959
-200.0,200,1554.752497
-200.0,200,1556.392068
-200.0,200,1557.985667
-200.0,200,1559.581884
-200.0,200,1561.17102
-200.0,200,1562.774003
-200.0,200,1564.396905
-200.0,200,1566.056834
-200.0,200,1567.699291
-200.0,200,1569.295464
-200.0,200,1570.902492
-200.0,200,1572.396277
-200.0,200,1573.987699
-200.0,200,1575.616137
-200.0,200,1577.200312
-200.0,200,1578.81148
-200.0,200,1580.413366
-200.0,200,1581.994584
-200.0,200,1583.584618
-200.0,200,1585.194943
-200.0,200,1586.805194
-200.0,200,1588.404156
-200.0,200,1590.007206
-200.0,200,1591.60152
-200.0,200,1593.090497
-200.0,200,1594.689789
-200.0,200,1596.279142
-200.0,200,1597.884308
-200.0,200,1599.463851
-200.0,200,1601.087493
-200.0,200,1602.685145
-200.0,200,1604.326143
-200.0,200,1605.941657
-200.0,200,1607.554506
-200.0,200,1609.150265
-200.0,200,1610.747148
-200.0,200,1612.238876
-200.0,200,1613.836994
-200.0,200,1615.437506
-200.0,200,1617.039166
-200.0,200,1618.625046
-200.0,200,1620.234518
-200.0,200,1621.824569
-200.0,200,1623.41306
-200.0,200,1625.004042
-200.0,200,1626.651512
-200.0,200,1628.281208
-200.0,200,1629.914338
-200.0,200,1631.501824
-200.0,200,1633.009437
-200.0,200,1634.608034
-200.0,200,1636.218442
-200.0,200,1637.842351
-200.0,200,1639.496443
-200.0,200,1641.11514
-200.0,200,1642.734906
-200.0,200,1644.366566
-200.0,200,1646.045967
-200.0,200,1647.690022
-200.0,200,1649.300282
-200.0,200,1650.895018
-200.0,200,1652.372583
-200.0,200,1653.980857
-200.0,200,1655.578792
-200.0,200,1657.197851
-200.0,200,1658.836928
-200.0,200,1660.450728
-200.0,200,1662.058922
-200.0,200,1663.659203
-200.0,200,1665.301997
-200.0,200,1666.902353
-200.0,200,1668.509541
-200.0,200,1670.127527
-200.0,200,1671.731071
-200.0,200,1673.217402
-200.0,200,1674.813501
-200.0,200,1676.428578
-200.0,200,1678.06622
-200.0,200,1679.731912
-200.0,200,1681.372983
-200.0,200,1682.989456
-200.0,200,1684.606217
-200.0,200,1686.23625
-200.0,200,1687.833531
-200.0,200,1689.462678
-200.0,200,1691.069974
-200.0,200,1692.578185
-200.0,200,1694.199533
-200.0,200,1695.814735
-200.0,200,1697.450507
-200.0,200,1699.075209
-200.0,200,1700.672826
-200.0,200,1702.287613
-200.0,200,1703.899264
-200.0,200,1705.52283
-200.0,200,1707.187662
-200.0,200,1708.84688
-200.0,200,1710.463278
-200.0,200,1712.098408
-200.0,200,1713.609283
-200.0,200,1715.226076
-200.0,200,1716.829393
-200.0,200,1718.439031
-200.0,200,1720.063393
-200.0,200,1721.670789
-200.0,200,1723.279401
-200.0,200,1724.913172
-200.0,200,1726.513167
-200.0,200,1728.133944
-200.0,200,1729.806917
-200.0,200,1731.515785
-200.0,200,1733.017228
-200.0,200,1734.631729
-200.0,200,1736.237576
-200.0,200,1737.853009
-200.0,200,1739.453743
-200.0,200,1741.070701
-200.0,200,1742.684419
-200.0,200,1744.293376
