#{"env_id": "MountainCar-v0", "t_start": 1518011461.949919}
r,l,t
-200.0,200,985.177029
-192.0,192,986.140318
-137.0,137,986.849917
-200.0,200,987.880144
-200.0,200,988.917119
-122.0,122,989.542745
-200.0,200,990.573468
-190.0,190,991.578344
-200.0,200,992.593528
-200.0,200,993.635904
-115.0,115,994.234981
-195.0,195,995.239483
-200.0,200,996.286659
-132.0,132,996.969268
-200.0,200,997.988319
-200.0,200,998.990877
-199.0,199,999.977315
-200.0,200,1000.985485
-200.0,200,1001.997053
-200.0,200,1002.99731
-135.0,135,1003.678455
-200.0,200,1004.703979
-200.0,200,1005.744932
-200.0,200,1006.772561
-200.0,200,1007.807972
-200.0,200,1008.814935
-200.0,200,1009.868709
-200.0,200,1010.919271
-200.0,200,1012.034325
-200.0,200,1013.089372
-200.0,200,1014.162942
-200.0,200,1015.199922
-200.0,200,1016.239158
-200.0,200,1017.282588
-200.0,200,1018.322247
-200.0,200,1019.326524
-200.0,200,1020.434724
-200.0,200,1021.684891
-200.0,200,1022.712486
-200.0,200,1023.751538
-200.0,200,1024.77705
-200.0,200,1025.793505
-200.0,200,1026.864958
-200.0,200,1027.916377
-200.0,200,1028.946701
-200.0,200,1029.982385
-200.0,200,1031.177661
-200.0,200,1032.20282
-200.0,200,1033.249447
-200.0,200,1034.295121
-200.0,200,1035.336465
-200.0,200,1036.349214
-123.0,123,1036.991299
-200.0,200,1038.031331
-200.0,200,1039.062521
-200.0,200,1040.124285
-200.0,200,1041.130925
-200.0,200,1042.129302
-133.0,133,1042.798106
-119.0,119,1043.419095
-200.0,200,1044.425902
